,date,y_pred,y,diff
0,2017-11-29,135563.74519999998,157334.28,21770.534800000023
1,2017-11-30,135012.6268,145273.37000000002,10260.743200000026
2,2017-12-01,126013.03000000004,134871.22000000003,8858.189999999988
3,2017-12-02,120574.93120000005,126226.02000000002,5651.088799999969
4,2017-12-03,120017.99000000003,126699.31000000001,6681.319999999978
5,2017-12-04,119583.7276,123378.64000000001,3794.9124000000156
6,2017-12-05,111446.88000000002,113112.21000000002,1665.3300000000017
7,2017-12-06,117438.37640000004,107710.82000000004,9727.556400000001
8,2017-12-07,93270.26400000002,100227.00000000003,6956.736000000004
9,2017-12-08,90578.57520000002,91325.29000000004,746.7148000000161
10,2017-12-09,88270.56440000002,88494.07000000002,223.50560000000405
11,2017-12-10,85596.3592,99174.90000000002,13578.540800000017
12,2017-12-11,85784.25159999999,97734.05000000002,11949.798400000029
13,2017-12-12,86814.21280000001,87475.65000000002,661.4372000000149
14,2017-12-13,84221.84,88832.66,4610.820000000007
15,2017-12-14,72866.91960000002,77326.59,4459.670399999974
16,2017-12-15,72150.1908,71305.91,844.2807999999932
17,2017-12-16,78660.1624,65088.02,13572.142400000004
18,2017-12-17,72870.624,72847.06999999999,23.554000000003725
19,2017-12-18,72763.4596,77197.56999999999,4434.1103999999905
20,2017-12-19,76496.66360000001,79070.92,2574.256399999984
21,2017-12-20,73450.18160000003,72514.92,935.2616000000271
22,2017-12-21,81745.9408,75712.60999999999,6033.330800000011
23,2017-12-22,76412.7796,75712.61,700.1695999999938
24,2017-12-23,82397.59239999998,79716.84,2680.752399999983
25,2017-12-24,82711.0452,86117.09,3406.0448000000033
26,2017-12-25,86969.87440000002,90923.7,3953.825599999982
27,2017-12-26,93511.47479999997,96554.78,3043.3052000000316
28,2017-12-27,94620.26239999995,100309.87,5689.607600000047
29,2017-12-28,103208.55319999995,104482.25999999998,1273.706800000029
30,2017-12-29,128290.70359999995,104482.26,23808.443599999955
31,2017-12-30,125395.09999999998,108319.81999999999,17075.279999999984
32,2017-12-31,110255.46520000002,113009.65,2754.1847999999736
33,2018-01-01,107922.63319999998,116391.18,8468.546800000011
34,2018-01-02,108810.70599999998,119774.78,10964.074000000022
35,2018-01-03,111784.55200000001,121440.90999999999,9656.357999999978
36,2018-01-04,121524.91320000001,124234.67999999998,2709.7667999999685
37,2018-01-05,118032.788,120887.57999999999,2854.7919999999867
38,2018-01-06,115436.8,120739.67,5302.869999999995
39,2018-01-07,115106.45319999999,125365.26,10258.806800000006
40,2018-01-08,114335.9084,126485.09,12149.181599999996
41,2018-01-09,115524.92799999997,119205.95000000001,3681.022000000041
42,2018-01-10,113557.48839999996,118529.08000000002,4971.591600000058
43,2018-01-11,111288.77279999998,114583.14,3294.3672000000224
44,2018-01-12,112342.47959999998,105907.87,6434.609599999982
45,2018-01-13,105976.722,107340.9,1364.1779999999999
46,2018-01-14,102226.60830000004,109986.34000000001,7759.731699999975
47,2018-01-15,102977.41453333334,113883.71,10906.295466666663
48,2018-01-16,99969.75344666667,109471.05000000002,9501.296553333348
49,2018-01-17,103677.78704666668,107198.14000000001,3520.352953333335
50,2018-01-18,115397.96826666668,109746.15000000002,5651.818266666654
51,2018-01-19,113506.87773333336,105891.55,7615.3277333333535
52,2018-01-20,110525.50013333335,104040.08,6485.420133333348
53,2018-01-21,110525.50013333335,107771.57,2753.9301333333424
54,2018-01-22,106590.04360000002,107739.03000000001,1148.9863999999943
55,2018-01-23,99957.86639999998,106207.12000000001,6249.2536000000255
56,2018-01-24,100031.3234,106282.89000000001,6251.56660000002
57,2018-01-25,102267.34160000001,105104.47000000002,2837.1284000000014
58,2018-01-26,102630.60359999999,101349.38000000002,1281.2235999999684
59,2018-01-27,110011.15280000001,101098.03000000001,8913.122799999997
60,2018-01-28,110011.15280000001,105276.56,4734.592800000013
61,2018-01-29,108486.79079999999,107539.63,947.1607999999833
62,2018-01-30,108202.47399999999,108496.31,293.83600000001024
63,2018-01-31,108592.67799999997,111608.45999999999,3015.782000000021
64,2018-02-01,111810.3756,110908.38,901.9955999999947
65,2018-02-02,112264.1308,106180.98000000001,6083.1507999999885
66,2018-02-03,109984.9848,108192.79000000001,1792.1947999999975
67,2018-02-04,108645.17199999999,116552.84000000001,7907.66800000002
68,2018-02-05,108785.37520000001,118864.46000000002,10079.084800000011
69,2018-02-06,106400.08439999998,119883.04,13482.955600000016
70,2018-02-07,108148.01839999999,121627.22,13479.201600000015
71,2018-02-08,107919.3696,121575.81999999999,13656.450399999987
72,2018-02-09,110274.11799999999,118822.67,8548.55200000001
73,2018-02-10,110322.84800000001,117963.6,7640.751999999993
74,2018-02-11,110873.6592,124632.70000000001,13759.040800000017
75,2018-02-12,109511.76120000001,125926.23000000001,16414.468800000002
76,2018-02-13,109785.17239999998,127392.84000000001,17607.66760000003
77,2018-02-14,104250.85119999999,125375.91000000002,21125.058800000028
78,2018-02-15,121216.59599999999,126893.07000000002,5676.474000000031
79,2018-02-16,138604.40199999994,122887.54000000002,15716.861999999921
80,2018-02-17,130555.31679999997,120326.35,10228.966799999966
81,2018-02-18,108969.4572,125958.91,16989.4528
82,2018-02-19,109230.48440000002,127206.46999999999,17975.98559999997
83,2018-02-20,148899.32239999998,129747.79999999999,19151.522399999987
84,2018-02-21,141480.00519999999,131924.53999999998,9555.465200000006
85,2018-02-22,134349.19400000002,131668.37,2680.8240000000224
86,2018-02-23,139199.208,126785.98999999998,12413.218000000037
87,2018-02-24,126653.13560000002,127076.58999999997,423.45439999994414
88,2018-02-25,119299.634,134170.84,14871.205999999991
89,2018-02-26,118008.62640000001,136913.81999999998,18905.19359999997
90,2018-02-27,124503.06520000001,139958.46,15455.39479999998
91,2018-02-28,121465.398,139754.63,18289.232000000004
92,2018-03-01,137902.87840000005,134108.12,3794.7584000000497
93,2018-03-02,135069.2576,127614.44,7454.817600000009
94,2018-03-03,137874.6676,123014.37,14860.29759999999
95,2018-03-04,121198.554,123014.37000000001,1815.8160000000062
96,2018-03-05,147073.4204,121092.64,25980.780400000003
97,2018-03-06,132372.60239999997,117610.01,14762.59239999998
98,2018-03-07,138922.45039999997,120198.18,18724.27039999998
99,2018-03-08,124450.62359999999,117691.64000000001,6758.983599999978
100,2018-03-09,115043.8268,112775.53,2268.2967999999964
101,2018-03-10,116384.7916,112564.67,3820.1215999999986
102,2018-03-11,111426.40040000001,115740.06999999999,4313.669599999979
103,2018-03-12,110230.62959999999,118125.82999999999,7895.2004000000015
104,2018-03-13,118926.1716,114869.03999999998,4057.1316000000224
105,2018-03-14,119878.82400000001,113907.23,5971.594000000012
106,2018-03-15,117293.6908,112298.64,4995.050799999997
107,2018-03-16,118562.86359999998,106979.89000000001,11582.973599999968
108,2018-03-17,115658.78840000002,107045.62000000001,8613.16840000001
109,2018-03-18,112357.58840000002,121108.26000000001,8750.671599999987
110,2018-03-19,110926.55040000001,122167.75000000001,11241.199600000007
111,2018-03-20,121970.01800000001,121230.07,739.948000000004
112,2018-03-21,125274.44,121638.27000000002,3636.1699999999837
113,2018-03-22,124751.454,119086.78000000001,5664.6739999999845
114,2018-03-23,131257.2484,112938.35000000002,18318.89839999999
115,2018-03-24,124362.65560000004,112707.96000000002,11654.695600000021
116,2018-03-25,111516.34680000003,120276.15000000002,8759.803199999995
117,2018-03-26,118666.5616,120877.19000000002,2210.628400000016
118,2018-03-27,128051.43800000002,119450.02,8601.41800000002
119,2018-03-28,151383.85840000003,119999.00000000001,31384.858400000012
120,2018-03-29,153569.84960000005,117397.97,36171.879600000044
121,2018-03-30,153480.65320000003,111501.17000000001,41979.48320000002
122,2018-03-31,126970.81800000004,113826.26,13144.558000000048
123,2018-04-01,113890.33000000002,113826.26,64.07000000002154
124,2018-04-02,110347.17080000002,119772.12999999999,9424.959199999968
125,2018-04-03,114180.87599999999,126123.04,11942.164000000004
126,2018-04-04,113920.49200000001,129475.43000000001,15554.937999999995
127,2018-04-05,112174.2708,128575.15999999997,16400.889199999976
128,2018-04-06,113514.21519999999,121415.91,7901.694800000012
129,2018-04-07,115237.33399999999,123473.24999999999,8235.915999999997
130,2018-04-08,111464.54559999998,130943.70000000001,19479.15440000003
131,2018-04-09,114797.02439999995,133809.63999999998,19012.615600000034
132,2018-04-10,112699.7556,134968.82,22269.064400000003
133,2018-04-11,108918.02519999997,135976.23,27058.204800000036
134,2018-04-12,111038.23959999999,136277.77000000002,25239.530400000032
135,2018-04-13,112294.37959999999,132491.06,20196.680400000012
136,2018-04-14,113752.66119999997,134599.15000000002,20846.48880000005
137,2018-04-15,115996.62279999997,139506.37000000002,23509.747200000056
138,2018-04-16,112932.1488,140223.03000000003,27290.881200000033
139,2018-04-17,115335.19159999998,130617.39000000001,15282.198400000038
140,2018-04-18,112450.90039999998,130760.41,18309.50960000002
141,2018-04-19,113251.98559999997,131605.94,18353.95440000003
142,2018-04-20,127422.0484,126584.70000000001,837.348399999988
143,2018-04-21,129167.7104,127507.38,1660.3303999999916
144,2018-04-22,128387.806,132188.72,3800.9140000000043
